VehicleKey,VehicleID,Make,Model,Year,FuelType,Transmission,Engine,NumberOfDoors,Drivetrain,MaxPower,Price
10090,Pontiac_Sunfire_2004,Pontiac,Sunfire,2004,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,140,10895
10092,Pontiac_Sunfire_2005,Pontiac,Sunfire,2005,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,140,15205
10094,Ferrari_Superamerica_2005,Ferrari,Superamerica,2005,premium unleaded (required),MANUAL,12-cylinder,2,rear wheel drive,532,281170
10096,Bentley_Supersports Convertible ISR_2013,Bentley,Supersports Convertible ISR,2013,flex-fuel (premium unleaded required/E85),AUTOMATIC,12-cylinder,2,all wheel drive,631,291900
10097,Toyota_Supra_1996,Toyota,Supra,1996,regular unleaded,AUTOMATIC,6-cylinder,2,rear wheel drive,320,18255
10099,Toyota_Supra_1997,Toyota,Supra,1997,regular unleaded,MANUAL,6-cylinder,2,rear wheel drive,320,22001
10101,Toyota_Supra_1998,Toyota,Supra,1998,regular unleaded,MANUAL,6-cylinder,2,rear wheel drive,225,20596
10103,Subaru_SVX_1995,Subaru,SVX,1995,regular unleaded,AUTOMATIC,6-cylinder,2,all wheel drive,230,2000
10107,Subaru_SVX_1996,Subaru,SVX,1996,regular unleaded,AUTOMATIC,6-cylinder,2,all wheel drive,230,2472
10109,Subaru_SVX_1997,Subaru,SVX,1997,regular unleaded,AUTOMATIC,6-cylinder,2,all wheel drive,230,2749
10111,Suzuki_Swift_1999,Suzuki,Swift,1999,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,79,2000
10112,Suzuki_Swift_2000,Suzuki,Swift,2000,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,79,2000
10114,Suzuki_Swift_2001,Suzuki,Swift,2001,regular unleaded,AUTOMATIC,4-cylinder,2,front wheel drive,79,9949
10118,Suzuki_SX4_2011,Suzuki,SX4,2011,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,150,16599
10132,Suzuki_SX4_2012,Suzuki,SX4,2012,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,150,16799
10143,Suzuki_SX4_2013,Suzuki,SX4,2013,regular unleaded,MANUAL,4-cylinder,4,all wheel drive,150,19349
10151,GMC_Syclone_1991,GMC,Syclone,1991,regular unleaded,AUTOMATIC,6-cylinder,2,all wheel drive,280,5667
10152,Toyota_T100_1996,Toyota,T100,1996,regular unleaded,MANUAL,6-cylinder,2,rear wheel drive,190,2563
10157,Toyota_T100_1997,Toyota,T100,1997,regular unleaded,MANUAL,6-cylinder,2,four wheel drive,190,3143
10162,Toyota_T100_1998,Toyota,T100,1998,regular unleaded,MANUAL,4-cylinder,2,rear wheel drive,150,2540
10167,Toyota_Tacoma_2015,Toyota,Tacoma,2015,regular unleaded,MANUAL,6-cylinder,4,four wheel drive,236,27355
10186,Toyota_Tacoma_2016,Toyota,Tacoma,2016,regular unleaded,MANUAL,4-cylinder,4,four wheel drive,159,25185
10215,Toyota_Tacoma_2017,Toyota,Tacoma,2017,regular unleaded,AUTOMATIC,6-cylinder,4,four wheel drive,278,35315
10247,Chevrolet_Tahoe Hybrid_2011,Chevrolet,Tahoe Hybrid,2011,regular unleaded,AUTOMATIC,8-cylinder,4,rear wheel drive,332,51145
10249,Chevrolet_Tahoe Hybrid_2012,Chevrolet,Tahoe Hybrid,2012,regular unleaded,AUTOMATIC,8-cylinder,4,four wheel drive,332,54775
10251,Chevrolet_Tahoe Hybrid_2013,Chevrolet,Tahoe Hybrid,2013,regular unleaded,AUTOMATIC,8-cylinder,4,four wheel drive,332,56425
10253,Chevrolet_Tahoe Limited/Z71_2000,Chevrolet,Tahoe Limited/Z71,2000,regular unleaded,AUTOMATIC,8-cylinder,4,four wheel drive,255,3465
10255,Chevrolet_Tahoe_2015,Chevrolet,Tahoe,2015,flex-fuel (unleaded/E85),AUTOMATIC,8-cylinder,4,four wheel drive,355,54505
10261,Chevrolet_Tahoe_2016,Chevrolet,Tahoe,2016,flex-fuel (unleaded/E85),AUTOMATIC,8-cylinder,4,four wheel drive,355,64740
10267,Chevrolet_Tahoe_2017,Chevrolet,Tahoe,2017,flex-fuel (unleaded/E85),AUTOMATIC,8-cylinder,4,four wheel drive,355,50215
10273,Ford_Taurus X_2008,Ford,Taurus X,2008,regular unleaded,AUTOMATIC,6-cylinder,4,all wheel drive,260,31620
10279,Ford_Taurus X_2009,Ford,Taurus X,2009,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,263,32325
10285,Ford_Taurus_2015,Ford,Taurus,2015,flex-fuel (unleaded/E85),AUTOMATIC,6-cylinder,4,front wheel drive,288,29485
10291,Ford_Taurus_2016,Ford,Taurus,2016,flex-fuel (unleaded/E85),AUTOMATIC,6-cylinder,4,front wheel drive,288,29540
10297,Ford_Taurus_2017,Ford,Taurus,2017,flex-fuel (unleaded/E85),AUTOMATIC,6-cylinder,4,front wheel drive,288,36855
10303,Chrysler_TC_1990,Chrysler,TC,1990,regular unleaded,AUTOMATIC,6-cylinder,2,front wheel drive,141,2000
10305,Chrysler_TC_1991,Chrysler,TC,1991,regular unleaded,AUTOMATIC,6-cylinder,2,front wheel drive,141,2000
10306,Scion_tC_2014,Scion,tC,2014,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,179,21400
10312,Scion_tC_2015,Scion,tC,2015,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,179,19210
10316,Scion_tC_2016,Scion,tC,2016,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,179,19385
10320,Ford_Tempo_1992,Ford,Tempo,1992,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,96,2000
10325,Ford_Tempo_1993,Ford,Tempo,1993,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,96,2000
10328,Ford_Tempo_1994,Ford,Tempo,1994,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,96,2000
10331,Toyota_Tercel_1996,Toyota,Tercel,1996,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,93,2000
10334,Toyota_Tercel_1997,Toyota,Tercel,1997,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,93,2012
10337,Toyota_Tercel_1998,Toyota,Tercel,1998,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,93,2148
10338,GMC_Terrain_2015,GMC,Terrain,2015,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,182,24070
10349,GMC_Terrain_2016,GMC,Terrain,2016,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,182,28300
10358,GMC_Terrain_2017,GMC,Terrain,2017,regular unleaded,AUTOMATIC,4-cylinder,4,all wheel drive,182,29050
10367,Buick_Terraza_2005,Buick,Terraza,2005,regular unleaded,AUTOMATIC,6-cylinder,4,all wheel drive,200,30990
10371,Buick_Terraza_2006,Buick,Terraza,2006,regular unleaded,AUTOMATIC,6-cylinder,4,all wheel drive,196,33250
10375,Buick_Terraza_2007,Buick,Terraza,2007,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,240,30780
10378,Ford_Thunderbird_2003,Ford,Thunderbird,2003,premium unleaded (required),AUTOMATIC,8-cylinder,2,rear wheel drive,280,40355
10382,Ford_Thunderbird_2004,Ford,Thunderbird,2004,premium unleaded (required),AUTOMATIC,8-cylinder,2,rear wheel drive,280,37435
10384,Ford_Thunderbird_2005,Ford,Thunderbird,2005,premium unleaded (required),AUTOMATIC,8-cylinder,2,rear wheel drive,280,38355
10386,Hyundai_Tiburon_2006,Hyundai,Tiburon,2006,regular unleaded,AUTOMATIC,4-cylinder,2,front wheel drive,138,17095
10393,Hyundai_Tiburon_2007,Hyundai,Tiburon,2007,regular unleaded,MANUAL,6-cylinder,2,front wheel drive,172,22095
10400,Hyundai_Tiburon_2008,Hyundai,Tiburon,2008,regular unleaded,AUTOMATIC,4-cylinder,2,front wheel drive,138,18370
10406,Volkswagen_Tiguan_2015,Volkswagen,Tiguan,2015,premium unleaded (recommended),AUTOMATIC,4-cylinder,4,all wheel drive,200,30225
10416,Volkswagen_Tiguan_2016,Volkswagen,Tiguan,2016,premium unleaded (recommended),AUTOMATIC,4-cylinder,4,front wheel drive,200,24890
10424,Volkswagen_Tiguan_2017,Volkswagen,Tiguan,2017,premium unleaded (recommended),AUTOMATIC,4-cylinder,4,front wheel drive,200,30095
10432,Nissan_Titan_2014,Nissan,Titan,2014,regular unleaded,AUTOMATIC,8-cylinder,4,four wheel drive,317,39780
10446,Nissan_Titan_2015,Nissan,Titan,2015,regular unleaded,AUTOMATIC,8-cylinder,4,rear wheel drive,317,41160
10458,Nissan_Titan_2017,Nissan,Titan,2017,regular unleaded,AUTOMATIC,8-cylinder,4,rear wheel drive,390,37670
10467,Acura_TL_2012,Acura,TL,2012,premium unleaded (required),AUTOMATIC,6-cylinder,4,all wheel drive,305,42985
10474,Acura_TL_2013,Acura,TL,2013,premium unleaded (recommended),AUTOMATIC,6-cylinder,4,front wheel drive,280,39635
10482,Acura_TL_2014,Acura,TL,2014,premium unleaded (recommended),AUTOMATIC,6-cylinder,4,front wheel drive,280,37530
10490,Acura_TLX_2015,Acura,TLX,2015,premium unleaded (recommended),AUTOMATIC,6-cylinder,4,all wheel drive,290,41575
10497,Acura_TLX_2016,Acura,TLX,2016,premium unleaded (recommended),AUTOMATIC,6-cylinder,4,all wheel drive,290,41575
10504,Acura_TLX_2017,Acura,TLX,2017,premium unleaded (recommended),AUTOMATIC,6-cylinder,4,front wheel drive,290,42600
10511,Oldsmobile_Toronado_1990,Oldsmobile,Toronado,1990,regular unleaded,AUTOMATIC,6-cylinder,2,front wheel drive,165,2000
10513,Oldsmobile_Toronado_1991,Oldsmobile,Toronado,1991,regular unleaded,AUTOMATIC,6-cylinder,2,front wheel drive,170,2000
10515,Oldsmobile_Toronado_1992,Oldsmobile,Toronado,1992,regular unleaded,AUTOMATIC,6-cylinder,2,front wheel drive,170,2000
10517,Pontiac_Torrent_2007,Pontiac,Torrent,2007,regular unleaded,AUTOMATIC,6-cylinder,4,all wheel drive,185,23965
10519,Pontiac_Torrent_2008,Pontiac,Torrent,2008,regular unleaded,AUTOMATIC,6-cylinder,4,all wheel drive,264,29745
10523,Pontiac_Torrent_2009,Pontiac,Torrent,2009,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,185,24820
10527,Volkswagen_Touareg 2_2008,Volkswagen,Touareg 2,2008,premium unleaded (required),AUTOMATIC,8-cylinder,4,all wheel drive,350,48390
10530,Volkswagen_Touareg 2_2009,Volkswagen,Touareg 2,2009,diesel,AUTOMATIC,6-cylinder,4,all wheel drive,221,42800
10533,Volkswagen_Touareg_2015,Volkswagen,Touareg,2015,diesel,AUTOMATIC,6-cylinder,4,all wheel drive,240,62200
10541,Volkswagen_Touareg_2016,Volkswagen,Touareg,2016,premium unleaded (recommended),AUTOMATIC,6-cylinder,4,all wheel drive,280,51450
10548,Volkswagen_Touareg_2017,Volkswagen,Touareg,2017,premium unleaded (recommended),AUTOMATIC,6-cylinder,4,all wheel drive,280,49495
10551,Chrysler_Town and Country_2014,Chrysler,Town and Country,2014,flex-fuel (unleaded/E85),AUTOMATIC,6-cylinder,4,front wheel drive,283,32995
10555,Chrysler_Town and Country_2015,Chrysler,Town and Country,2015,flex-fuel (unleaded/E85),AUTOMATIC,6-cylinder,4,front wheel drive,283,29995
10561,Chrysler_Town and Country_2016,Chrysler,Town and Country,2016,flex-fuel (unleaded/E85),AUTOMATIC,6-cylinder,4,front wheel drive,283,35845
10568,Lincoln_Town Car_2009,Lincoln,Town Car,2009,flex-fuel (unleaded/E85),AUTOMATIC,8-cylinder,4,rear wheel drive,239,52055
10570,Lincoln_Town Car_2010,Lincoln,Town Car,2010,flex-fuel (unleaded/E85),AUTOMATIC,8-cylinder,4,rear wheel drive,239,52595
10572,Lincoln_Town Car_2011,Lincoln,Town Car,2011,flex-fuel (unleaded/E85),AUTOMATIC,8-cylinder,4,rear wheel drive,239,47225
10576,Chevrolet_Tracker_2002,Chevrolet,Tracker,2002,regular unleaded,MANUAL,4-cylinder,2,four wheel drive,127,19060
10584,Chevrolet_Tracker_2003,Chevrolet,Tracker,2003,regular unleaded,AUTOMATIC,6-cylinder,4,four wheel drive,165,22530
10592,Chevrolet_Tracker_2004,Chevrolet,Tracker,2004,regular unleaded,AUTOMATIC,6-cylinder,4,four wheel drive,165,22315
10597,Chevrolet_TrailBlazer EXT_2004,Chevrolet,TrailBlazer EXT,2004,regular unleaded,AUTOMATIC,6-cylinder,4,four wheel drive,275,32320
10601,Chevrolet_TrailBlazer EXT_2005,Chevrolet,TrailBlazer EXT,2005,regular unleaded,AUTOMATIC,6-cylinder,4,four wheel drive,275,32515
10605,Chevrolet_TrailBlazer EXT_2006,Chevrolet,TrailBlazer EXT,2006,regular unleaded,AUTOMATIC,6-cylinder,4,rear wheel drive,291,27980
10609,Chevrolet_TrailBlazer_2007,Chevrolet,TrailBlazer,2007,regular unleaded,AUTOMATIC,6-cylinder,4,rear wheel drive,291,25045
10617,Chevrolet_TrailBlazer_2008,Chevrolet,TrailBlazer,2008,regular unleaded,AUTOMATIC,6-cylinder,4,rear wheel drive,285,26390
10631,Chevrolet_TrailBlazer_2009,Chevrolet,TrailBlazer,2009,regular unleaded,AUTOMATIC,6-cylinder,4,four wheel drive,285,35770
10639,Pontiac_Trans Sport_1996,Pontiac,Trans Sport,1996,regular unleaded,AUTOMATIC,6-cylinder,3,front wheel drive,180,2000
10640,Pontiac_Trans Sport_1997,Pontiac,Trans Sport,1997,regular unleaded,AUTOMATIC,6-cylinder,3,front wheel drive,180,2000
10642,Pontiac_Trans Sport_1998,Pontiac,Trans Sport,1998,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,180,2000
10646,Ford_Transit Connect_2015,Ford,Transit Connect,2015,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,169,26710
10661,Ford_Transit Connect_2016,Ford,Transit Connect,2016,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,169,22675
10676,Ford_Transit Connect_2017,Ford,Transit Connect,2017,flex-fuel (unleaded/E85),AUTOMATIC,4-cylinder,4,front wheel drive,169,23900
10692,Ford_Transit Wagon_2015,Ford,Transit Wagon,2015,flex-fuel (unleaded/E85),AUTOMATIC,6-cylinder,3,rear wheel drive,275,35430
10708,Ford_Transit Wagon_2016,Ford,Transit Wagon,2016,flex-fuel (unleaded/E85),AUTOMATIC,6-cylinder,3,rear wheel drive,275,36825
10724,Ford_Transit Wagon_2017,Ford,Transit Wagon,2017,flex-fuel (unleaded/E85),AUTOMATIC,6-cylinder,3,rear wheel drive,275,34515
10740,Chevrolet_Traverse_2015,Chevrolet,Traverse,2015,regular unleaded,AUTOMATIC,6-cylinder,4,all wheel drive,288,43935
10748,Chevrolet_Traverse_2016,Chevrolet,Traverse,2016,regular unleaded,AUTOMATIC,6-cylinder,4,all wheel drive,288,44145
10757,Chevrolet_Traverse_2017,Chevrolet,Traverse,2017,regular unleaded,AUTOMATIC,6-cylinder,4,all wheel drive,281,38650
10766,Chevrolet_Trax_2015,Chevrolet,Trax,2015,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,138,25030
10774,Chevrolet_Trax_2016,Chevrolet,Trax,2016,regular unleaded,AUTOMATIC,4-cylinder,4,all wheel drive,138,24145
10782,Chevrolet_Trax_2017,Chevrolet,Trax,2017,regular unleaded,AUTOMATIC,4-cylinder,4,all wheel drive,138,24400
10788,Subaru_Tribeca_2012,Subaru,Tribeca,2012,regular unleaded,AUTOMATIC,6-cylinder,4,all wheel drive,256,35895
10791,Subaru_Tribeca_2013,Subaru,Tribeca,2013,regular unleaded,AUTOMATIC,6-cylinder,4,all wheel drive,256,32595
10792,Subaru_Tribeca_2014,Subaru,Tribeca,2014,regular unleaded,AUTOMATIC,6-cylinder,4,all wheel drive,256,34095
10793,Mazda_Tribute Hybrid_2008,Mazda,Tribute Hybrid,2008,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,133,27995
10797,Mazda_Tribute Hybrid_2009,Mazda,Tribute Hybrid,2009,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,177,29175
10801,Mazda_Tribute_2009,Mazda,Tribute,2009,regular unleaded,AUTOMATIC,4-cylinder,4,all wheel drive,171,23545
10814,Mazda_Tribute_2010,Mazda,Tribute,2010,regular unleaded,AUTOMATIC,4-cylinder,4,all wheel drive,171,24200
10823,Mazda_Tribute_2011,Mazda,Tribute,2011,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,171,25700
10832,Mazda_Truck_2002,Mazda,Truck,2002,regular unleaded,MANUAL,4-cylinder,2,rear wheel drive,135,12840
10838,Mazda_Truck_2003,Mazda,Truck,2003,regular unleaded,MANUAL,6-cylinder,2,four wheel drive,207,21410
10847,Nissan_Truck_1995,Nissan,Truck,1995,regular unleaded,MANUAL,4-cylinder,2,rear wheel drive,134,2000
10856,Nissan_Truck_1996,Nissan,Truck,1996,regular unleaded,MANUAL,4-cylinder,2,rear wheel drive,134,2000
10863,Nissan_Truck_1997,Nissan,Truck,1997,regular unleaded,MANUAL,4-cylinder,2,four wheel drive,134,2918
10870,Acura_TSX Sport Wagon_2012,Acura,TSX Sport Wagon,2012,premium unleaded (recommended),AUTOMATIC,4-cylinder,4,front wheel drive,201,35010
10872,Acura_TSX Sport Wagon_2013,Acura,TSX Sport Wagon,2013,premium unleaded (recommended),AUTOMATIC,4-cylinder,4,front wheel drive,201,35510
10874,Acura_TSX Sport Wagon_2014,Acura,TSX Sport Wagon,2014,premium unleaded (recommended),AUTOMATIC,4-cylinder,4,front wheel drive,201,35635
10876,Acura_TSX_2012,Acura,TSX,2012,premium unleaded (recommended),AUTOMATIC,4-cylinder,4,front wheel drive,201,30010
10882,Acura_TSX_2013,Acura,TSX,2013,premium unleaded (recommended),AUTOMATIC,4-cylinder,4,front wheel drive,201,30510
10887,Acura_TSX_2014,Acura,TSX,2014,premium unleaded (recommended),MANUAL,4-cylinder,4,front wheel drive,201,31635
10892,Audi_TT RS_2012,Audi,TT RS,2012,premium unleaded (required),MANUAL,5-cylinder,2,all wheel drive,360,56850
10893,Audi_TT RS_2013,Audi,TT RS,2013,premium unleaded (required),MANUAL,5-cylinder,2,all wheel drive,360,57200
10894,Audi_TT_2015,Audi,TT,2015,premium unleaded (recommended),AUTOMATED_MANUAL,4-cylinder,2,all wheel drive,211,43350
10896,Audi_TT_2016,Audi,TT,2016,premium unleaded (recommended),AUTOMATED_MANUAL,4-cylinder,2,all wheel drive,220,42900
10898,Audi_TT_2017,Audi,TT,2017,premium unleaded (recommended),AUTOMATED_MANUAL,4-cylinder,2,all wheel drive,220,47000
10900,Audi_TTS_2015,Audi,TTS,2015,premium unleaded (required),AUTOMATED_MANUAL,4-cylinder,2,all wheel drive,265,51700
10902,Audi_TTS_2016,Audi,TTS,2016,premium unleaded (required),AUTOMATED_MANUAL,4-cylinder,2,all wheel drive,292,51900
10903,Audi_TTS_2017,Audi,TTS,2017,premium unleaded (required),AUTOMATED_MANUAL,4-cylinder,2,all wheel drive,292,52500
10904,Hyundai_Tucson_2015,Hyundai,Tucson,2015,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,182,26450
10912,Hyundai_Tucson_2016,Hyundai,Tucson,2016,regular unleaded,AUTOMATED_MANUAL,4-cylinder,4,front wheel drive,175,24150
10920,Hyundai_Tucson_2017,Hyundai,Tucson,2017,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,164,22700
10928,Toyota_Tundra_2015,Toyota,Tundra,2015,regular unleaded,AUTOMATIC,8-cylinder,4,four wheel drive,310,33210
10968,Toyota_Tundra_2016,Toyota,Tundra,2016,regular unleaded,AUTOMATIC,8-cylinder,4,four wheel drive,381,34220
11018,Toyota_Tundra_2017,Toyota,Tundra,2017,regular unleaded,AUTOMATIC,8-cylinder,2,four wheel drive,381,33450
11068,GMC_Typhoon_1992,GMC,Typhoon,1992,regular unleaded,AUTOMATIC,6-cylinder,2,all wheel drive,285,5895
11069,GMC_Typhoon_1993,GMC,Typhoon,1993,regular unleaded,AUTOMATIC,6-cylinder,2,all wheel drive,285,6890
11070,Chevrolet_Uplander_2006,Chevrolet,Uplander,2006,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,201,22750
11079,Chevrolet_Uplander_2007,Chevrolet,Uplander,2007,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,240,20205
11087,Chevrolet_Uplander_2008,Chevrolet,Uplander,2008,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,240,21540
11093,Aston Martin_V12 Vanquish_2004,Aston Martin,V12 Vanquish,2004,premium unleaded (required),AUTOMATIC,12-cylinder,2,rear wheel drive,460,234260
11094,Aston Martin_V12 Vanquish_2005,Aston Martin,V12 Vanquish,2005,premium unleaded (required),AUTOMATED_MANUAL,12-cylinder,2,rear wheel drive,460,234260
11096,Aston Martin_V12 Vanquish_2006,Aston Martin,V12 Vanquish,2006,premium unleaded (required),AUTOMATED_MANUAL,12-cylinder,2,rear wheel drive,520,260000
11097,Aston Martin_V12 Vantage S_2015,Aston Martin,V12 Vantage S,2015,premium unleaded (required),AUTOMATED_MANUAL,12-cylinder,2,rear wheel drive,565,182395
11098,Aston Martin_V12 Vantage S_2016,Aston Martin,V12 Vantage S,2016,premium unleaded (required),AUTOMATED_MANUAL,12-cylinder,2,rear wheel drive,565,198195
11100,Aston Martin_V12 Vantage_2011,Aston Martin,V12 Vantage,2011,premium unleaded (required),MANUAL,12-cylinder,2,rear wheel drive,510,191995
11102,Aston Martin_V12 Vantage_2012,Aston Martin,V12 Vantage,2012,premium unleaded (required),MANUAL,12-cylinder,2,rear wheel drive,510,180535
11106,Volvo_V40_2002,Volvo,V40,2002,premium unleaded (required),AUTOMATIC,4-cylinder,4,front wheel drive,160,24900
11107,Volvo_V40_2003,Volvo,V40,2003,premium unleaded (required),AUTOMATIC,4-cylinder,4,front wheel drive,170,24900
11108,Volvo_V40_2004,Volvo,V40,2004,premium unleaded (required),AUTOMATIC,4-cylinder,4,front wheel drive,170,25700
11110,Volvo_V50_2009,Volvo,V50,2009,premium unleaded (recommended),AUTOMATIC,5-cylinder,4,front wheel drive,168,29800
11112,Volvo_V50_2010,Volvo,V50,2010,premium unleaded (recommended),MANUAL,5-cylinder,4,all wheel drive,227,33050
11114,Volvo_V50_2011,Volvo,V50,2011,regular unleaded,AUTOMATIC,5-cylinder,4,front wheel drive,227,32850
11116,Volvo_V60 Cross Country_2015,Volvo,V60 Cross Country,2015,regular unleaded,AUTOMATIC,5-cylinder,4,all wheel drive,250,41000
11118,Volvo_V60 Cross Country_2016,Volvo,V60 Cross Country,2016,regular unleaded,AUTOMATIC,5-cylinder,4,all wheel drive,250,41200
11120,Volvo_V60 Cross Country_2017,Volvo,V60 Cross Country,2017,regular unleaded,AUTOMATIC,4-cylinder,4,all wheel drive,240,41700
11122,Volvo_V60_2015,Volvo,V60,2015,regular unleaded,AUTOMATIC,6-cylinder,4,all wheel drive,325,45400
11128,Volvo_V60_2016,Volvo,V60,2016,regular unleaded,AUTOMATIC,4-cylinder,4,all wheel drive,302,46050
11139,Volvo_V60_2017,Volvo,V60,2017,regular unleaded,AUTOMATIC,4-cylinder,4,all wheel drive,302,48950
11143,Volvo_V70_2008,Volvo,V70,2008,premium unleaded (recommended),AUTOMATIC,6-cylinder,4,front wheel drive,235,32465
11144,Volvo_V70_2009,Volvo,V70,2009,premium unleaded (recommended),AUTOMATIC,6-cylinder,4,front wheel drive,235,32900
11145,Volvo_V70_2010,Volvo,V70,2010,premium unleaded (recommended),AUTOMATIC,6-cylinder,4,front wheel drive,235,33550
11147,Aston Martin_V8 Vantage_2014,Aston Martin,V8 Vantage,2014,premium unleaded (required),MANUAL,8-cylinder,2,rear wheel drive,430,145200
11155,Aston Martin_V8 Vantage_2015,Aston Martin,V8 Vantage,2015,premium unleaded (required),MANUAL,8-cylinder,2,rear wheel drive,430,147495
11167,Aston Martin_V8 Vantage_2016,Aston Martin,V8 Vantage,2016,premium unleaded (required),MANUAL,8-cylinder,2,rear wheel drive,430,148795
11179,Audi_V8_1992,Audi,V8,1992,regular unleaded,AUTOMATIC,8-cylinder,4,all wheel drive,276,2000
11180,Audi_V8_1993,Audi,V8,1993,regular unleaded,AUTOMATIC,8-cylinder,4,all wheel drive,276,2149
11181,Audi_V8_1994,Audi,V8,1994,regular unleaded,AUTOMATIC,8-cylinder,4,all wheel drive,276,2239
11182,Volvo_V90_1998,Volvo,V90,1998,regular unleaded,AUTOMATIC,6-cylinder,4,rear wheel drive,181,2200
11183,Volkswagen_Vanagon_1990,Volkswagen,Vanagon,1990,regular unleaded,MANUAL,4-cylinder,3,four wheel drive,90,2000
11190,Volkswagen_Vanagon_1991,Volkswagen,Vanagon,1991,regular unleaded,MANUAL,4-cylinder,3,rear wheel drive,90,2000
11194,GMC_Vandura_1994,GMC,Vandura,1994,regular unleaded,AUTOMATIC,6-cylinder,3,rear wheel drive,200,2000
11200,GMC_Vandura_1995,GMC,Vandura,1995,regular unleaded,AUTOMATIC,6-cylinder,3,rear wheel drive,165,2000
11205,Nissan_Van_1990,Nissan,Van,1990,regular unleaded,AUTOMATIC,4-cylinder,3,rear wheel drive,106,2000
11207,Aston Martin_Vanquish_2014,Aston Martin,Vanquish,2014,premium unleaded (required),AUTOMATIC,12-cylinder,2,rear wheel drive,565,296295
